status,paper_url,issue_url,doi,joss_id,title,repo_url
published,https://joss.theoj.org/papers/10.21105/joss.00612,,10.21105/joss.00612,00612,Temporalis: an open source software for dynamic LCA,https://bitbucket.org/cardosan/brightway2-temporalis
published,https://joss.theoj.org/papers/10.21105/joss.00650,,10.21105/joss.00650,00650,OpenEPSim: An Open Exclusion Process Simulation Tool,https://github.com/caley/OpenEPSim
published,https://joss.theoj.org/papers/10.21105/joss.00661,,10.21105/joss.00661,00661,EZyRB: Easy Reduced Basis method,https://github.com/mathLab/EZyRB
published,https://joss.theoj.org/papers/10.21105/joss.00640,,10.21105/joss.00640,00640,"MCMCvis: Tools to Visualize, Manipulate, and Summarize MCMC Output",https://github.com/caseyyoungflesh/MCMCvis
published,https://joss.theoj.org/papers/10.21105/joss.00616,,10.21105/joss.00616,00616,microPIECE - microRNA pipeline enhanced by CLIP experiments,https://github.com/microPIECE-team/microPIECE
published,https://joss.theoj.org/papers/10.21105/joss.00615,,10.21105/joss.00615,00615,Optim: A mathematical optimization package for Julia,https://github.com/JuliaNLSolvers/Optim.jl
published,https://joss.theoj.org/papers/10.21105/joss.00565,,10.21105/joss.00565,00565,ChemPy: A package useful for chemistry written in Python,https://github.com/bjodah/chempy
published,https://joss.theoj.org/papers/10.21105/joss.00653,,10.21105/joss.00653,00653,Spiral: splitters for identifiers in source code files,https://github.com/casics/spiral
published,https://joss.theoj.org/papers/10.21105/joss.00597,,10.21105/joss.00597,00597,FNFT: A Software Library for Computing Nonlinear Fourier Transforms,https://github.com/FastNFT/FNFT
published,https://joss.theoj.org/papers/10.21105/joss.00430,,10.21105/joss.00430,00430,micompm: A MATLAB/Octave toolbox for multivariate independent comparison of observations,https://github.com/fakenmc/micompm
published,https://joss.theoj.org/papers/10.21105/joss.00648,,10.21105/joss.00648,00648,comorbidity: An R package for computing comorbidity scores,https://github.com/ellessenne/comorbidity
published,https://joss.theoj.org/papers/10.21105/joss.00314,,10.21105/joss.00314,00314,USAboundaries: Historical and Contemporary Boundaries of the United States of America,https://github.com/ropensci/USAboundaries
published,https://joss.theoj.org/papers/10.21105/joss.00494,,10.21105/joss.00494,00494,PyTransport: A Python package for the calculation of inflationary correlation functions,https://github.com/jronayne/PyTransport
published,https://joss.theoj.org/papers/10.21105/joss.00655,,10.21105/joss.00655,00655,"Fast, Consistent Tokenization of Natural Language Text",https://github.com/ropensci/tokenizers
published,https://joss.theoj.org/papers/10.21105/joss.00624,,10.21105/joss.00624,00624,checkr: An R package for Assertive Programming,https://github.com/poissonconsulting/checkr
published,https://joss.theoj.org/papers/10.21105/joss.00613,,10.21105/joss.00613,00613,NiaPy: Python microframework for building nature-inspired algorithms,https://github.com/NiaOrg/NiaPy
published,https://joss.theoj.org/papers/10.21105/joss.00588,,10.21105/joss.00588,00588,pynucastro: an interface to nuclear reaction rates and code generator for reaction network equations,https://github.com/pynucastro/pynucastro
published,https://joss.theoj.org/papers/10.21105/joss.00633,,10.21105/joss.00633,00633,ijtiff: An R package providing TIFF I/O for ImageJ users,https://github.com/ropensci/ijtiff
published,https://joss.theoj.org/papers/10.21105/joss.00625,,10.21105/joss.00625,00625,hydroscoper: R interface to the Greek National Data Bank for Hydrological and Meteorological Information,https://github.com/ropensci/hydroscoper
published,https://joss.theoj.org/papers/10.21105/joss.00598,,10.21105/joss.00598,00598,DynamicalSystems.jl: A Julia software library for chaos and nonlinear dynamics,https://github.com/JuliaDynamics/DynamicalSystems.jl
published,https://joss.theoj.org/papers/10.21105/joss.00584,,10.21105/joss.00584,00584,The vtreat R package: a statistically sound data processor for predictive modeling,https://github.com/WinVector/vtreat/
published,https://joss.theoj.org/papers/10.21105/joss.00580,,10.21105/joss.00580,00580,PyMap3D: 3-D coordinate conversions for terrestrial and geospace environments,https://github.com/scivision/pymap3d
published,https://joss.theoj.org/papers/10.21105/joss.00577,,10.21105/joss.00577,00577,TSrepr R package: Time Series Representations,https://github.com/PetoLau/TSrepr
published,https://joss.theoj.org/papers/10.21105/joss.00606,,10.21105/joss.00606,00606,coalitions: Coalition probabilities in multi-party democracies,https://github.com/adibender/coalitions
published,https://joss.theoj.org/papers/10.21105/joss.00568,,10.21105/joss.00568,00568,Gramm: grammar of graphics plotting in Matlab,https://github.com/piermorel/gramm
published,https://joss.theoj.org/papers/10.21105/joss.00360,,10.21105/joss.00360,00360,ClimDown: Climate Downscaling in R,https://github.com/pacificclimate/ClimDown
published,https://joss.theoj.org/papers/10.21105/joss.00547,,10.21105/joss.00547,00547,Missingno: a missing data visualization suite,https://github.com/ResidentMario/missingno
published,https://joss.theoj.org/papers/10.21105/joss.00523,,10.21105/joss.00523,00523,ivprobit:An R package to estimate the instrumental variables probit model,https://github.com/zedtaha/ivprobit-1.0
published,https://joss.theoj.org/papers/10.21105/joss.00165,,10.21105/joss.00165,00165,ODES: a high level interface to ODE and DAE solvers,https://github.com/bmcage/odes/
published,https://joss.theoj.org/papers/10.21105/joss.00548,,10.21105/joss.00548,00548,G³M-f a global gradient-based groundwater modelling framwork,https://github.com/rreinecke/global-gradient-based-groundwater-model
published,https://joss.theoj.org/papers/10.21105/joss.00581,,10.21105/joss.00581,00581,"h5preserve: Thin wrapper around h5py, inspired by camel",https://github.com/h5preserve/h5preserve
published,https://joss.theoj.org/papers/10.21105/joss.00506,,10.21105/joss.00506,00506,GIBBON: The Geometry and Image-Based Bioengineering add-On,https://github.com/gibbonCode/GIBBON
published,https://joss.theoj.org/papers/10.21105/joss.00557,,10.21105/joss.00557,00557,register: Registration for Exponential Family Functional Data,https://github.com/julia-wrobel/registr
published,https://joss.theoj.org/papers/10.21105/joss.00538,,10.21105/joss.00538,00538,psrqpy: a python interface for querying the ATNF pulsar catalogue,https://github.com/mattpitkin/psrqpy
published,https://joss.theoj.org/papers/10.21105/joss.00528,,10.21105/joss.00528,00528,grapherator: A Modular Multi-Step Graph Generator,https://github.com/jakobbossek/grapherator
published,https://joss.theoj.org/papers/10.21105/joss.00480,,10.21105/joss.00480,00480,Phonetic Algorithms in R,https://github.com/howardjp/phonics
published,https://joss.theoj.org/papers/10.21105/joss.00569,,10.21105/joss.00569,00569,ChebTools: C++11 (and Python) tools for working with Chebyshev expansions,https://github.com/usnistgov/ChebTools
published,https://joss.theoj.org/papers/10.21105/joss.00567,,10.21105/joss.00567,00567,EFAshiny: An User-Friendly Shiny Application for Exploratory Factor Analysis,https://github.com/PsyChiLin/EFAshiny
published,https://joss.theoj.org/papers/10.21105/joss.00436,,10.21105/joss.00436,00436,Masks2Metrics (M2M): A Matlab Toolbox for Gold Standard Morphometrics,https://github.com/Edinburgh-Imaging/Masks2Metrics
published,https://joss.theoj.org/papers/10.21105/joss.00530,,10.21105/joss.00530,00530,PyDMD: Python Dynamic Mode Decomposition,https://github.com/mathLab/PyDMD
published,https://joss.theoj.org/papers/10.21105/joss.00571,,10.21105/joss.00571,00571,weathercan: Download and format weather data from Environment and Climate Change Canada,https://github.com/ropensci/weathercan
